"","user","X1.x","category","task","use_plugin","cc","mi","lloc","halstead_difficulty","halstead_effort","X1.y","occupation","programming_experience","python_experience","task1","task2","task3","task4","task5","task6","task7","ide","other_tools","uses_plugin","task_experience","task_experience_between","task_experience_within","task_experience_btw","task_experience_wi"
"278","7ff9938c47bd8fb571d43b13872e6182",277,"task1","task1-1",1,5,100,23,0,0,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",TRUE,5,4.25,0.75,4.25,0.75
"279","7ff9938c47bd8fb571d43b13872e6182",278,"task1","task1-2",0,17,62.9038037875167,21,4.73684210526316,2249.86050389105,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",FALSE,5,4.25,0.75,4.25,0.75
"280","7ff9938c47bd8fb571d43b13872e6182",279,"task2","task2-1",1,1,100,5,0,0,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",TRUE,3,4.25,-1.25,4.25,-1.25
"281","7ff9938c47bd8fb571d43b13872e6182",280,"task2","task2-2",0,1,100,22,0,0,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",FALSE,3,4.25,-1.25,4.25,-1.25
"282","7ff9938c47bd8fb571d43b13872e6182",281,"task6","task6-1",1,1,67.0891008292282,37,1,15.5097750043269,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",TRUE,5,4.25,0.75,4.25,0.75
"283","7ff9938c47bd8fb571d43b13872e6182",282,"task6","task6-2",0,2,80.0422264262103,20,0.5,1,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",FALSE,5,4.25,0.75,4.25,0.75
"284","7ff9938c47bd8fb571d43b13872e6182",283,"task7","task7-1",1,1,100,14,0,0,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",TRUE,4,4.25,-0.25,4.25,-0.25
"285","7ff9938c47bd8fb571d43b13872e6182",284,"task7","task7-2",0,1,100,19,0,0,42,"Software Engineer",4,4,5,3,3,1,2,5,4,"PyCharm, Jupyter Notebook","No",FALSE,4,4.25,-0.25,4.25,-0.25
"294","0ed2dff1d23b0de1cfcf9edb0ba35b1c",293,"task1","task1-1",0,6,87.3759402032246,12,0.5,2.37744375108173,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",FALSE,5,3.8,1.2,3.8,1.2
"295","0ed2dff1d23b0de1cfcf9edb0ba35b1c",294,"task1","task1-2",1,2,96.308191079987,6,1,15.5097750043269,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",TRUE,5,3.8,1.2,3.8,1.2
"296","0ed2dff1d23b0de1cfcf9edb0ba35b1c",295,"task2","task2-1",1,4,77.4351423809801,17,1.5,36,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",TRUE,4,3.8,0.2,3.8,0.2
"297","0ed2dff1d23b0de1cfcf9edb0ba35b1c",296,"task2","task2-2",0,5,78.8598291016874,15,1.5,42.7939875194712,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",FALSE,4,3.8,0.2,3.8,0.2
"298","0ed2dff1d23b0de1cfcf9edb0ba35b1c",297,"task3","task3-1",1,5,80.9232010840001,18,0.5,2.37744375108173,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",TRUE,3,3.8,-0.8,3.8,-0.8
"299","0ed2dff1d23b0de1cfcf9edb0ba35b1c",298,"task3","task3-2",0,9,72.1836960634744,28,2.4,164.477732632888,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",FALSE,3,3.8,-0.8,3.8,-0.8
"300","0ed2dff1d23b0de1cfcf9edb0ba35b1c",299,"task6","task6-1",1,2,66.5203979548848,29,4.23529411764706,531.038613701298,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",TRUE,4,3.8,0.2,3.8,0.2
"301","0ed2dff1d23b0de1cfcf9edb0ba35b1c",300,"task6","task6-2",1,6,72.0679265487991,23,1.5,36,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",TRUE,4,3.8,0.2,3.8,0.2
"302","0ed2dff1d23b0de1cfcf9edb0ba35b1c",301,"task7","task7-1",1,3,83.0668961818748,16,0.5,2.37744375108173,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",TRUE,3,3.8,-0.8,3.8,-0.8
"303","0ed2dff1d23b0de1cfcf9edb0ba35b1c",302,"task7","task7-2",1,6,67.2180735529996,25,2.36363636363636,184.689373610585,0,"Student (computer science)",5,4,5,4,3,3,3,4,3,"PyCharm","I use Mypy for static type checking. Not exactly for improving efficiency, but it reduces the probability of encountering bugs.",TRUE,3,3.8,-0.8,3.8,-0.8
"304","34b1ef17e6625ba2350f6f1c169591a1",303,"task1","task1-1",1,4,100,15,0,0,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,5,4.75,0.25,4.75,0.25
"305","34b1ef17e6625ba2350f6f1c169591a1",304,"task1","task1-2",0,1,95.2518913894979,6,0.5,2.37744375108173,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,5,4.75,0.25,4.75,0.25
"306","34b1ef17e6625ba2350f6f1c169591a1",305,"task2","task2-1",0,1,100,8,0.5,1,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,4,4.75,-0.75,4.75,-0.75
"307","34b1ef17e6625ba2350f6f1c169591a1",306,"task2","task2-2",1,6,72.2905824115072,19,2.0625,121.29632112847,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,4,4.75,-0.75,4.75,-0.75
"308","34b1ef17e6625ba2350f6f1c169591a1",307,"task6","task6-1",1,1,68.8037694810232,22,3,225.175950077885,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,5,4.75,0.25,4.75,0.25
"309","34b1ef17e6625ba2350f6f1c169591a1",308,"task6","task6-2",0,2,87.7924316296252,13,0.5,2.37744375108173,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,5,4.75,0.25,4.75,0.25
"310","34b1ef17e6625ba2350f6f1c169591a1",309,"task7","task7-1",0,1,100,22,0,0,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",FALSE,5,4.75,0.25,4.75,0.25
"311","34b1ef17e6625ba2350f6f1c169591a1",310,"task7","task7-2",1,2,55.4546790525468,46,4.5,1128.45705411526,12,"Student (computer science)",4,4,5,4,4,3,3,5,5,"VS Code, PyCharm, Jupyter Notebook","No",TRUE,5,4.75,0.25,4.75,0.25
"312","c4196119198c1bd6dce9ad020501698d",311,"task1","task1-1",1,3,100,10,0,0,1,"Student (computer science)",4,4,5,5,4,1,2,5,3,"PyCharm, Jupyter Notebook","Google search",TRUE,5,5,0,5,0
"313","c4196119198c1bd6dce9ad020501698d",312,"task1","task1-2",0,1,100,5,0.5,2.37744375108173,1,"Student (computer science)",4,4,5,5,4,1,2,5,3,"PyCharm, Jupyter Notebook","Google search",FALSE,5,5,0,5,0
"314","c4196119198c1bd6dce9ad020501698d",313,"task2","task2-1",0,2,98.552766436596,8,0.5,1,1,"Student (computer science)",4,4,5,5,4,1,2,5,3,"PyCharm, Jupyter Notebook","Google search",FALSE,5,5,0,5,0
"315","c4196119198c1bd6dce9ad020501698d",314,"task2","task2-2",1,5,71.1439840992486,25,1,22.4588393764608,1,"Student (computer science)",4,4,5,5,4,1,2,5,3,"PyCharm, Jupyter Notebook","Google search",TRUE,5,5,0,5,0
